#1
#Denver
# 39.883         -104.65          1650            1
#
# hy	G_Bh	G_Dh	Ta	FF	DD	RH	N	p
double tab1(8760,9)
4479	91	417	33.90	5.2	230	13	9	835
4480	315	275	31.10	7.2	320	17	9	836
4481	95	238	31.70	5.2	40	17	8	835
4482	94	165	28.90	6.2	330	22	7	837
4483	5	77	27.80	2.1	200	24	8	836
4484	0	4	27.20	4.6	60	26	7	836
4485	0	0	24.40	1.5	330	32	5	837
4486	0	0	23.90	3.1	210	34	2	837
4487	0	0	23.30	1.5	200	35	4	837
4488	0	0	21.10	1.5	200	41	4	837
4489	0	0	20.00	3.1	160	43	2	837
4490	0	0	19.40	3.1	190	44	3	836
4491	0	0	18.30	3.6	190	47	2	836
4492	0	0	20.00	2.1	180	39	6	837
4493	1	1	20.00	3.6	220	39	7	837
4494	1	32	20.60	3.1	350	39	8	838
4495	13	98	20.60	1	140	44	9	838
4496	17	247	21.70	5.7	10	45	9	839
4497	360	152	23.90	7.7	360	40	7	840
4498	542	233	24.40	7.7	360	40	3	841
4499	730	130	24.40	6.2	360	42	5	842
4500	675	227	24.40	5.2	360	42	8	842
4501	624	290	26.10	5.7	360	38	7	842
4502	114	370	27.20	5.2	30	34	8	842
4503	541	249	25.00	0	0	37	7	842
4504	199	311	23.90	4.6	210	45	9	842
4505	52	182	24.40	4.1	230	45	10	842
4506	117	143	23.90	2.6	210	46	9	842
4507	8	79	22.80	4.1	180	50	10	842
4508	0	5	22.20	3.1	180	51	10	842
4509	0	0	21.70	3.1	200	53	10	842
4510	0	0	20.60	3.1	120	57	10	842
4511	0	0	20.60	5.7	130	57	7	842
4512	0	0	20.00	6.2	150	57	10	842
4513	0	0	20.00	5.2	140	57	8	841
4514	0	0	19.40	5.2	160	59	7	840
4515	0	0	18.90	6.2	160	59	9	840
4516	0	0	17.80	3.6	160	65	9	839
4517	0	3	16.70	2.6	270	70	9	839
4518	7	32	18.30	1.5	220	65	9	840
4519	18	38	18.90	2.1	180	63	9	840
4520	121	188	20.60	3.1	280	59	9	840
4521	0	248	22.20	2.6	340	53	10	839
4522	413	218	23.30	4.1	360	52	10	839
4523	469	381	24.40	4.6	320	46	9	839
4524	392	418	26.10	3.1	340	41	10	839
4525	157	469	28.30	4.1	310	36	9	838
4526	387	301	28.90	2.1	120	32	7	837
4527	0	245	26.10	6.2	260	38	10	838
4528	94	389	20.00	6.7	170	63	9	837
4529	82	227	23.30	4.6	230	55	8	837
4530	207	75	23.30	3.1	240	55	6	837
4531	29	56	22.20	3.6	160	55	8	837
4532	0	4	21.10	3.6	160	61	9	837
4533	0	0	21.10	7.2	210	59	10	837
4534	0	0	18.90	5.7	320	61	6	838
4535	0	0	18.30	2.1	310	61	5	837
4536	0	0	17.20	3.1	190	65	0	837
4537	0	0	16.70	3.6	170	72	2	836
4538	0	0	16.70	3.6	190	72	3	836
4539	0	0	15.60	3.1	190	78	0	835
4540	0	0	15.60	3.1	190	72	1	835
4541	2	1	15.60	3.1	200	72	1	836
4542	59	31	18.30	2.6	200	61	1	836
4543	239	39	21.10	1.5	210	51	1	836
4544	292	78	23.90	2.1	80	41	3	837
4545	534	98	25.60	1.5	80	36	2	837
4546	578	132	27.20	5.2	40	32	3	837
4547	573	85	27.80	5.2	60	32	2	837
4548	812	130	27.80	4.1	350	33	4	837
4549	726	265	28.30	4.6	350	33	5	836
4550	801	167	27.80	4.6	10	33	5	836
4551	276	273	28.90	2.6	80	32	4	835
4552	296	246	27.80	5.2	10	33	8	835
4553	99	254	27.80	5.2	180	34	9	835
4554	20	130	20.00	5.7	300	76	10	836
4555	0	38	18.30	5.2	340	78	10	837
4556	0	5	16.70	3.1	90	90	8	837
4557	0	0	16.70	2.1	270	90	5	837
4558	0	0	16.70	2.1	210	90	8	838
4559	0	0	15.60	1.5	90	96	2	838
4560	0	0	15.60	1.5	240	96	0	838
4561	0	0	15.60	1.5	250	93	0	837
4562	0	0	15.00	2.1	200	93	0	836
4563	0	0	15.00	2.1	160	93	1	836
4564	0	0	15.00	2.6	190	77	1	836
4565	2	1	14.40	2.6	180	97	0	836
4566	71	24	15.60	2.1	190	90	0	836
4567	241	38	18.30	2.6	200	76	0	836
4568	405	51	21.10	2.1	220	59	1	836
4569	566	63	23.30	3.1	190	50	1	836
4570	579	119	26.10	1.5	70	39	2	836
4571	585	239	28.90	2.1	160	30	3	836
4572	760	139	29.40	2.1	340	27	5	835
4573	234	513	27.80	4.1	240	28	8	835
4574	480	300	28.90	2.1	160	25	7	835
4575	704	185	30.00	4.6	170	26	5	835
4576	29	256	23.30	3.6	360	53	9	836
4577	357	108	23.90	4.6	90	54	5	835
4578	212	72	23.30	3.1	120	52	4	835
4579	12	73	22.80	2.1	130	55	8	835
4580	1	4	22.80	1.5	130	53	7	836
4581	0	0	21.10	1.5	220	57	8	836
4582	0	0	21.10	5.2	170	51	7	837
4583	0	0	20.60	3.6	190	54	8	837
4584	0	0	20.00	3.1	180	55	10	837
4585	0	0	18.30	2.1	180	68	10	837
4586	0	0	18.30	3.1	200	68	8	837
4587	0	0	16.70	3.1	350	78	6	838
4588	0	0	16.70	3.1	350	86	10	839
4589	0	1	16.10	2.1	300	81	9	840
4590	8	29	17.80	3.1	310	67	9	840
4591	39	46	18.90	2.1	290	61	7	840
4592	43	262	20.60	4.1	260	54	9	840
4593	155	273	21.70	1.5	260	47	7	840
4594	585	172	24.40	2.6	230	43	4	840
4595	744	144	25.60	1.5	120	37	2	840
4596	874	106	25.60	1.5	190	36	1	840
4597	647	196	26.70	2.6	70	31	4	840
4598	100	340	26.70	2.6	340	30	9	840
4599	100	247	27.20	2.1	290	30	9	840
4600	59	359	27.20	2.1	290	30	10	840
4601	91	158	27.80	3.1	250	32	9	840
4602	56	134	25.60	3.1	260	36	9	840
4603	23	55	23.30	5.2	200	41	9	840
4604	0	4	21.70	3.1	190	49	9	840
4605	0	0	20.60	3.1	170	51	5	841
4606	0	0	19.40	3.1	170	52	0	841
4607	0	0	18.90	2.6	200	56	5	841
4608	0	0	18.90	3.1	180	56	3	841
4609	0	0	17.80	4.1	180	60	3	841
4610	0	0	17.20	3.1	170	63	1	841
4611	0	0	16.10	2.1	160	70	0	841
4612	0	0	15.60	2.6	180	69	2	842
4613	0	1	15.00	2.6	210	72	5	842
4614	47	34	16.70	4.1	230	67	0	842
4615	201	58	19.40	2.6	240	57	0	842
4616	380	81	21.70	1.5	190	53	0	843
4617	553	99	24.40	2.1	130	42	0	843
4618	520	196	26.70	0	0	36	2	843
4619	592	236	29.40	2.1	80	25	3	843
4620	815	197	29.40	3.6	150	24	4	842
4621	248	231	28.90	5.7	350	31	8	842
4622	508	264	28.90	6.2	100	29	7	841
4623	0	238	22.80	7.7	320	55	10	842
4624	0	195	17.80	8.2	20	73	10	844
4625	23	335	16.70	2.6	280	78	10	845
4626	9	60	17.20	3.6	150	84	10	845
4627	3	56	17.20	5.2	220	78	9	845
4628	0	5	16.70	4.1	220	80	9	846
4629	0	0	16.10	2.1	150	78	8	847
4630	0	0	16.10	3.1	190	78	6	846
4631	0	0	15.60	2.6	190	75	3	846
4632	0	0	15.60	2.6	200	75	2	845
4633	0	0	14.40	1.5	160	81	2	844
4634	0	0	13.90	4.1	100	83	1	844
4635	0	0	13.90	3.1	130	80	1	844
4636	0	0	12.80	1.5	210	86	0	844
4637	0	1	11.70	2.1	140	93	0	844
4638	53	30	14.40	1.5	280	84	0	845
4639	212	51	16.70	1.5	210	78	0	845
4640	395	70	18.90	1.5	210	70	0	845
4641	569	86	21.10	1.5	120	59	0	845
4642	715	98	23.90	1.5	280	46	0	845
4643	821	106	25.00	3.1	220	42	0	844
4644	879	110	26.70	2.6	140	34	0	844
4645	808	107	27.80	0	0	31	1	843
4646	591	257	27.80	2.1	110	28	3	842
4647	561	185	28.30	4.1	150	28	2	842
4648	400	164	27.80	3.1	130	28	5	842
4649	88	230	27.80	3.6	110	28	7	841
4650	107	114	26.70	2.6	110	34	5	841
4651	54	49	25.60	2.6	120	36	5	841
4652	1	3	23.30	3.1	160	45	3	842
4653	0	0	22.20	4.6	180	49	0	842
4654	0	0	20.60	6.2	160	61	0	842
4655	0	0	20.00	7.2	180	59	0	842
4656	0	0	18.90	6.7	180	63	0	842
4657	0	0	18.30	4.6	170	65	0	842
4658	0	0	17.80	2.6	180	67	0	841
4659	0	0	16.70	0	0	70	0	841
4660	0	0	15.60	2.1	180	75	0	841
4661	1	1	14.40	1.5	200	81	0	841
4662	67	23	17.20	2.6	210	67	0	841
4663	238	37	20.00	2.6	210	55	0	841
4664	428	51	22.20	4.1	220	44	0	841
4665	604	64	24.40	3.6	190	36	0	841
4666	754	73	27.20	3.1	150	32	0	840
4667	862	79	28.90	1.5	130	25	0	840
4668	921	82	29.40	4.6	180	23	0	839
4669	926	82	30.60	4.1	180	20	0	839
4670	876	79	31.70	5.2	190	15	0	838
4671	774	74	32.20	3.1	170	16	0	838
4672	631	65	31.70	5.2	150	15	0	837
4673	456	53	31.10	7.2	160	19	0	837
4674	267	39	29.40	6.7	150	21	0	837
4675	89	25	27.80	6.2	170	25	0	837
4676	2	3	25.60	5.2	150	30	1	837
4677	0	0	23.90	8.2	160	32	0	838
4678	0	0	23.30	6.2	170	34	0	838
4679	0	0	22.20	5.2	160	38	0	838
4680	0	0	20.60	3.1	150	44	0	837
4681	0	0	19.40	1.5	190	47	0	837
4682	0	0	17.20	2.6	200	60	0	837
4683	0	0	16.10	1.5	310	64	0	837
4684	0	0	14.40	2.1	160	72	0	838
4685	1	0	13.90	2.1	160	74	0	838
4686	53	29	17.80	1.5	200	56	0	838
4687	216	49	21.10	2.6	200	44	0	838
4688	402	68	24.40	0	0	36	0	838
4689	579	84	26.70	0	0	31	0	838
4690	728	95	28.90	0	0	27	0	838
4691	835	103	30.60	1.5	140	23	0	838
4692	848	104	33.30	2.6	50	18	1	837
4693	800	146	33.90	3.1	110	17	1	836
4694	422	303	35.00	3.6	70	14	3	836
4695	745	95	35.60	2.6	50	11	1	836
4696	554	83	36.10	4.1	10	12	1	835
4697	361	92	35.60	7.2	20	11	2	835
4698	113	101	30.00	8.2	10	26	3	836
4699	59	35	27.20	5.2	10	29	2	836
4700	1	3	25.00	1.5	40	36	3	837
4701	0	0	22.80	0	0	42	0	838
4702	0	0	20.60	1.5	200	53	0	838
4703	0	0	19.40	1.5	160	57	0	839
4704	0	0	18.90	2.1	90	59	0	839
4705	0	0	17.80	2.1	130	63	0	839
4706	0	0	16.10	1.5	140	75	0	839
4707	0	0	15.60	2.1	130	72	0	839
4708	0	0	14.40	1.5	130	78	0	839
4709	0	0	15.60	1.5	180	69	1	839
4710	26	40	18.30	2.1	180	58	1	840
4711	161	75	21.10	2.1	200	47	0	840
4712	334	106	25.00	1.5	210	36	0	840
4713	493	136	28.30	1.5	320	30	1	840
4714	637	155	30.00	1.5	80	25	1	840
4715	743	167	30.60	4.1	270	24	1	840
4716	764	165	32.80	5.2	350	21	1	840
4717	719	235	33.30	4.6	340	15	1	839
4718	704	165	34.40	2.6	280	13	2	839
4719	416	263	34.40	3.1	340	15	3	839
4720	362	236	34.40	2.6	340	14	7	839
4721	58	296	31.70	6.2	310	23	6	839
4722	145	94	31.10	5.2	300	21	4	839
4723	8	58	27.80	4.1	280	28	8	839
4724	0	3	25.60	3.1	210	33	4	839
4725	0	0	24.40	2.1	170	37	3	840
4726	0	0	22.80	0	0	42	0	839
4727	0	0	22.20	2.6	180	44	5	839
4728	0	0	21.10	2.6	200	47	2	839
4729	0	0	21.10	3.1	180	46	4	839
4730	0	0	20.00	2.1	190	45	3	839
4731	0	0	19.40	3.1	200	47	1	839
4732	0	0	18.30	2.6	190	50	1	839
4733	0	0	17.80	2.6	200	54	0	839
4734	44	31	20.00	2.6	190	47	0	839
4735	200	53	22.80	3.1	200	39	0	839
4736	382	74	26.10	1.5	210	32	0	839
4737	556	91	28.30	1.5	120	30	0	839
4738	703	104	30.60	0	0	24	0	839
4739	809	112	32.80	0	0	20	0	839
4740	841	114	34.40	2.1	30	17	1	838
4741	871	114	33.90	2.6	50	18	1	837
4742	722	197	35.60	3.6	90	17	3	836
4743	479	226	35.60	3.6	100	17	4	836
4744	408	175	36.10	2.6	120	15	4	835
4745	66	193	32.80	4.1	360	18	7	835
4746	35	191	28.90	5.2	310	30	8	836
4747	13	33	25.60	6.7	330	37	7	837
4748	0	2	23.90	4.6	330	45	9	838
4749	0	0	23.30	2.1	340	46	7	838
4750	0	0	24.40	3.6	310	40	9	838
4751	0	0	23.90	0	0	45	7	838
4752	0	0	23.30	1.5	190	45	8	837
4753	0	0	21.10	2.1	200	55	8	837
4754	0	0	20.60	2.6	180	54	4	836
4755	0	0	20.00	1.5	130	57	3	835
4756	0	0	19.40	3.1	200	59	4	835
4757	0	0	18.30	2.1	200	63	3	836
4758	25	35	20.60	2.1	200	53	2	836
4759	111	114	22.80	2.6	180	48	3	836
4760	214	126	25.00	2.1	190	42	4	836
4761	391	170	27.80	2.1	140	34	4	836
4762	584	169	29.40	2.6	80	30	2	836
4763	627	229	31.70	4.6	80	23	3	836
4764	396	328	31.70	5.2	70	22	5	836
4765	324	308	31.10	0	0	22	8	836
4766	677	202	33.30	2.1	60	21	4	835
4767	191	186	31.70	5.2	350	22	8	835
4768	17	277	27.80	7.7	360	34	9	835
4769	55	225	26.70	5.2	20	38	10	836
4770	9	86	22.80	3.1	30	61	10	837
4771	0	38	21.70	2.1	160	61	10	836
4772	0	2	21.70	2.6	220	61	10	837
4773	0	0	21.70	2.1	50	61	8	839
4774	0	0	20.00	2.1	90	57	7	839
4775	0	0	18.90	2.1	150	61	3	838
4776	0	0	17.20	1.5	230	72	2	838
4777	0	0	17.80	3.1	120	73	1	838
4778	0	0	16.70	2.6	120	75	4	837
4779	0	0	16.70	2.1	140	78	2	836
4780	0	0	16.70	1.5	170	78	8	837
4781	1	0	16.70	0	0	78	7	837
4782	22	36	18.30	1.5	200	73	8	838
4783	134	80	21.10	0	0	59	5	838
4784	308	83	22.80	1.5	120	57	5	838
4785	459	142	23.90	2.6	140	48	7	838
4786	603	117	26.70	2.1	70	41	6	838
4787	522	220	28.30	3.1	110	37	6	837
4788	674	217	30.00	1.5	140	32	8	836
4789	429	289	31.70	2.1	180	27	9	836
4790	426	320	30.60	0	0	28	9	835
4791	0	302	28.30	6.2	250	31	10	835
4792	50	424	25.00	5.2	140	43	10	835
4793	126	185	27.20	4.1	130	35	10	835
4794	0	90	25.00	8.2	250	43	10	837
4795	4	65	18.30	5.2	350	87	10	837
4796	0	2	19.40	1.5	50	76	10	838
4797	0	0	18.30	4.6	210	84	5	838
4798	0	0	18.90	5.7	200	75	8	838
4799	0	0	19.40	3.1	180	68	6	837
4800	0	0	18.90	3.6	200	68	8	837
4801	0	0	18.90	3.6	200	68	9	836
4802	0	0	18.90	2.1	200	65	7	836
4803	0	0	16.70	1	170	78	3	836
4804	0	0	16.10	0	0	78	0	837
4805	0	0	15.00	0	0	83	3	837
4806	34	34	17.80	2.6	210	75	2	838
4807	126	66	21.10	2.1	220	59	4	838
4808	309	100	23.90	3.1	220	48	4	838
4809	397	149	26.10	2.6	170	41	4	838
4810	511	139	27.80	3.1	90	35	2	838
4811	526	269	30.60	2.1	40	27	5	838
4812	433	297	30.00	2.6	350	26	7	838
4813	602	202	31.10	2.1	30	24	9	838
4814	572	287	30.60	5.2	60	26	9	837
4815	96	354	29.40	5.2	50	28	9	837
4816	41	201	19.40	7.2	260	76	10	839
4817	20	265	19.40	2.6	330	84	10	840
4818	0	83	19.40	4.1	220	87	10	840
4819	0	29	20.00	3.6	280	70	10	840
4820	0	2	19.40	4.6	240	76	10	841
4821	0	0	18.90	3.1	180	81	8	842
4822	0	0	18.90	3.1	170	78	6	842
4823	0	0	17.80	2.1	170	80	5	841
4824	0	0	18.30	2.6	180	73	7	841
4825	0	0	16.70	1.5	210	84	2	840
4826	0	0	16.70	1.5	200	80	3	839
4827	0	0	16.70	2.1	200	84	2	839
4828	0	0	17.20	4.1	200	78	8	839
4829	0	0	17.20	1.5	220	75	7	839
4830	15	40	17.80	2.1	210	73	8	839
4831	40	75	20.60	1.5	190	61	9	839
4832	70	220	21.10	3.1	350	59	9	840
4833	445	164	23.30	2.6	50	53	7	840
4834	547	213	26.10	3.1	30	44	5	840
4835	480	313	27.80	2.6	30	38	6	840
4836	346	371	29.40	3.1	360	31	8	840
4837	341	285	30.00	4.6	10	30	7	840
4838	2	415	28.90	4.6	360	32	9	840
4839	236	270	28.90	5.2	360	30	7	839
4840	36	373	27.80	3.1	310	35	9	839
4841	31	290	26.10	3.6	220	41	10	839
4842	0	95	24.40	6.2	300	39	10	840
4843	4	44	22.80	6.7	310	46	10	840
4844	0	1	22.20	3.1	230	48	10	840
4845	0	0	22.20	4.1	200	53	10	841
4846	0	0	21.10	2.6	180	57	6	840
4847	0	0	20.60	2.1	190	54	6	840
4848	0	0	20.60	1.5	170	54	10	840
4849	0	0	20.00	2.1	180	57	9	840
4850	0	0	19.40	2.1	190	61	7	839
4851	0	0	18.30	1.5	180	68	8	840
4852	0	0	17.80	0	0	70	9	840
4853	0	0	17.80	2.1	220	70	9	841
4854	3	28	18.30	2.1	200	68	9	842
4855	10	118	20.00	2.1	180	63	10	842
4856	35	227	20.60	2.1	220	59	10	843
4857	72	269	22.20	5.2	350	51	10	843
4858	0	293	22.80	5.7	10	55	10	843
4859	148	351	24.40	4.1	320	52	10	843
4860	280	432	26.10	3.6	10	48	9	842
4861	134	449	28.30	3.1	320	40	8	842
4862	0	269	18.90	9.3	280	84	10	843
4863	0	240	17.20	9.3	310	81	10	842
4864	0	198	16.70	7.7	340	90	10	843
4865	0	146	16.10	7.2	360	97	10	844
4866	0	87	15.00	3.6	360	93	10	845
4867	0	22	15.00	3.6	10	96	10	845
4868	0	1	15.00	3.6	50	96	10	846
4869	0	0	14.40	2.1	360	93	10	847
4870	0	0	13.90	2.1	340	96	10	846
4871	0	0	14.40	2.6	320	97	10	846
4872	0	0	14.40	1.5	350	93	10	846
4873	0	0	14.40	2.1	350	93	10	846
4874	0	0	14.40	1.5	310	93	10	845
4875	0	0	14.40	1.5	340	93	10	846
4876	0	0	13.90	1.5	280	96	10	845
4877	0	0	14.40	3.6	50	93	10	846
4878	0	24	13.30	2.6	60	97	10	846
4879	0	45	13.30	2.6	60	93	10	846
4880	0	86	13.90	3.1	50	93	10	847
4881	0	180	14.40	2.6	60	87	10	847
4882	0	189	14.40	2.6	60	87	10	847
4883	0	181	13.90	2.6	50	93	10	847
4884	0	276	15.00	3.6	60	87	10	846
4885	0	277	16.10	3.6	20	78	10	846
4886	0	262	16.70	2.6	60	78	10	846
4887	147	444	16.70	3.6	60	78	10	845
4888	0	188	16.10	2.6	30	81	10	845
4889	0	133	16.10	2.6	50	81	10	845
4890	0	74	15.60	2.6	70	83	10	844
4891	5	36	15.60	2.1	90	80	9	845
4892	0	1	15.00	1.5	120	83	8	845
4893	0	0	15.00	2.1	80	87	7	846
4894	0	0	14.40	1.5	80	87	8	845
4895	0	0	14.40	1.5	120	90	10	845
4896	0	0	14.40	1.5	140	87	10	844
4897	0	0	13.90	1.5	130	89	8	844
4898	0	0	13.90	1.5	120	89	10	843
4899	0	0	14.40	1.5	130	87	10	843
4900	0	0	14.40	0	0	87	10	843
4901	0	0	15.00	0	0	83	10	843
4902	0	25	15.00	1.5	360	87	10	843
4903	0	63	16.10	0	0	81	10	843
4904	30	264	17.80	2.1	10	67	10	844
4905	0	178	17.80	1.5	10	67	10	844
4906	0	225	18.30	3.1	40	65	10	843
4907	0	257	20.00	3.1	50	57	10	843
4908	0	275	18.90	3.1	80	63	10	843
4909	0	276	19.40	4.1	350	63	10	843
4910	0	261	18.30	3.1	310	70	10	843
4911	0	231	16.70	3.1	300	84	10	842
4912	0	234	17.20	3.1	270	72	10	842
4913	0	165	18.30	3.1	280	68	10	842
4914	27	114	18.30	2.1	200	68	9	842
4915	7	45	17.20	2.1	190	75	9	841
4916	0	1	16.10	0	0	78	10	842
4917	0	0	15.60	2.1	150	83	9	843
4918	0	0	16.10	0	0	78	9	842
4919	0	0	15.00	2.6	200	81	5	842
4920	0	0	14.40	2.1	140	87	7	842
4921	0	0	12.80	2.1	170	93	5	841
4922	0	0	12.80	1.5	150	89	4	841
4923	0	0	12.20	1.5	170	93	4	841
4924	0	0	12.20	1.5	130	93	3	841
4925	0	0	12.20	2.1	190	93	5	841
4926	10	23	12.80	1.5	190	89	8	842
4927	21	89	15.00	2.1	200	81	7	841
4928	74	311	17.20	3.1	220	67	8	841
4929	445	105	20.00	2.6	260	57	2	841
4930	607	134	21.70	2.1	60	49	3	841
4931	757	188	22.20	2.6	300	49	4	840
4932	389	439	23.30	3.1	300	46	6	840
4933	756	246	25.00	3.1	120	43	7	840
4934	96	429	21.10	5.7	150	49	9	839
4935	0	166	13.30	6.2	150	87	10	841
4936	67	241	18.30	3.1	160	73	9	840
4937	262	143	20.60	3.6	110	63	5	839
4938	28	201	19.40	2.1	180	61	8	840
4939	15	26	18.90	2.6	290	65	9	840
4940	0	1	17.20	3.1	210	67	9	840
4941	0	0	15.60	2.1	220	75	4	841
4942	0	0	13.90	1.5	150	89	3	840
4943	0	0	15.00	2.6	150	81	1	840
4944	0	0	14.40	2.1	190	81	1	840
4945	0	0	13.90	1.5	140	83	0	840
4946	0	0	13.30	1.5	150	84	0	839
4947	0	0	12.20	1.5	160	90	3	839
4948	0	0	12.20	2.1	180	90	2	839
4949	0	0	11.70	1.5	120	89	3	839
4950	25	30	13.90	1	250	80	0	840
4951	163	61	16.70	0	0	70	1	840
4952	304	85	18.90	1.5	150	56	2	840
4953	479	143	21.70	1.5	160	47	6	840
4954	486	196	23.90	1.5	220	43	7	840
4955	409	368	26.10	2.6	80	34	5	840
4956	550	242	25.00	2.6	50	36	7	840
4957	101	262	25.60	3.1	80	36	9	840
4958	180	377	25.00	6.2	240	36	10	839
4959	0	232	15.00	8.8	350	81	10	842
4960	0	235	20.00	4.1	50	50	10	841
4961	82	158	20.60	4.6	130	49	9	841
4962	48	155	20.60	3.1	170	51	9	840
4963	3	51	20.00	2.1	140	57	9	840
4964	0	1	17.20	2.1	360	72	9	841
4965	0	0	16.10	1.5	180	78	9	841
4966	0	0	15.60	2.1	150	78	9	841
4967	0	0	15.00	2.1	190	81	8	841
4968	0	0	13.90	1.5	130	87	2	841
4969	0	0	13.30	1.5	210	90	4	841
4970	0	0	13.30	0	0	84	3	842
4971	0	0	12.80	2.1	230	83	0	842
4972	0	0	12.80	1.5	210	83	1	842
4973	0	0	12.20	1.5	190	86	1	842
4974	33	25	13.90	2.1	210	74	0	842
4975	185	48	17.20	2.1	190	60	0	843
4976	366	68	20.60	1.5	220	51	1	843
4977	480	127	22.80	1	300	42	1	843
4978	664	95	23.90	2.1	100	41	1	843
4979	720	141	26.10	3.1	20	35	2	843
4980	434	259	26.70	4.6	30	33	5	843
4981	791	195	27.20	4.1	50	33	4	843
4982	454	267	27.80	4.1	50	31	5	843
4983	484	192	27.80	3.6	30	29	5	843
4984	463	151	27.80	3.1	50	29	4	843
4985	377	77	27.80	2.1	350	29	1	842
4986	199	53	26.70	3.1	350	33	1	842
4987	52	30	25.60	0	0	37	0	843
4988	1	0	23.90	1.5	60	38	3	843
4989	0	0	21.70	1.5	120	51	2	844
4990	0	0	19.40	0	0	63	3	844
4991	0	0	18.90	3.1	210	63	2	844
4992	0	0	18.30	2.1	120	63	0	844
4993	0	0	17.20	2.6	160	67	0	844
4994	0	0	16.10	1.5	160	75	0	844
4995	0	0	15.60	1.5	160	75	0	843
4996	0	0	15.00	2.1	190	75	0	843
4997	0	0	14.40	2.1	200	78	0	844
4998	20	30	16.70	2.6	190	65	0	844
4999	155	63	19.40	3.1	200	54	0	844
5000	332	91	22.20	2.1	200	48	0	844
5001	506	114	25.60	2.1	160	37	0	844
5002	654	131	27.80	1.5	90	29	0	844
5003	762	142	29.40	0	0	25	0	844
5004	821	147	30.00	5.2	100	23	0	844
5005	825	148	31.10	3.1	80	20	0	843
5006	763	143	31.10	4.1	70	20	1	843
5007	602	164	31.10	3.6	160	20	1	843
5008	499	117	31.70	4.1	70	19	1	842
5009	336	94	31.10	3.6	70	21	1	842
5010	168	69	30.00	4.1	100	22	1	842
5011	27	37	28.30	3.1	100	27	1	842
5012	0	0	25.00	3.6	120	36	2	843
5013	0	0	23.90	3.6	130	38	1	843
5014	0	0	24.40	5.2	150	39	2	843
5015	0	0	22.80	4.6	180	42	1	843
5016	0	0	21.10	3.1	180	47	0	843
5017	0	0	19.40	3.6	180	52	0	843
5018	0	0	18.30	2.6	210	58	0	843
5019	0	0	16.70	2.1	190	65	0	843
5020	0	0	16.70	1.5	220	62	0	843
5021	0	0	16.70	3.1	180	62	7	843
5022	18	30	16.70	2.6	200	65	1	843
5023	145	68	20.00	3.1	220	53	2	843
5024	328	92	23.30	3.1	200	40	0	843
5025	503	115	26.70	2.6	190	33	0	843
5026	651	132	29.40	1.5	200	24	0	843
5027	759	143	31.10	2.1	60	19	0	843
5028	818	149	32.20	3.6	60	13	0	842
5029	786	147	33.30	4.6	30	12	1	842
5030	773	142	33.30	1.5	130	13	1	841
5031	589	154	33.30	4.6	360	13	2	841
5032	411	195	32.80	3.6	40	14	3	840
5033	296	132	32.80	4.1	30	15	2	840
5034	105	106	30.60	2.1	30	16	5	840
5035	21	43	28.90	2.6	30	20	6	839
5036	0	0	23.30	2.6	130	43	3	840
5037	0	0	21.70	2.6	180	45	1	840
5038	0	0	23.30	4.1	200	34	1	840
5039	0	0	22.20	3.1	180	37	0	840
5040	0	0	20.60	3.6	170	40	0	841
5041	0	0	20.60	4.1	180	39	0	840
5042	0	0	19.40	3.1	190	42	1	840
5043	0	0	20.00	3.1	180	39	1	840
5044	0	0	18.30	2.6	200	47	1	840
5045	0	0	17.20	3.1	200	50	3	841
5046	18	28	19.40	3.1	200	45	2	841
5047	135	66	22.20	4.1	190	41	3	841
5048	321	87	25.60	3.6	210	33	1	841
5049	367	108	28.90	2.6	210	27	1	841
5050	660	121	31.70	2.6	360	21	1	841
5051	422	297	32.80	4.1	20	18	3	841
5052	703	285	32.20	2.6	360	17	5	840
5053	254	490	22.80	3.1	210	42	9	842
5054	194	532	27.80	3.1	90	28	7	841
5055	334	329	30.00	3.1	120	22	6	840
5056	13	207	28.30	6.2	50	27	9	841
5057	60	183	27.80	3.6	190	28	9	840
5058	36	136	26.70	5.2	200	31	9	841
5059	2	43	26.10	2.1	260	31	9	842
5060	0	0	24.40	1.5	240	37	7	841
5061	0	0	22.20	3.1	180	44	4	842
5062	0	0	20.60	2.6	220	49	2	842
5063	0	0	20.00	4.1	190	50	1	842
5064	0	0	18.90	2.1	230	56	1	842
5065	0	0	18.30	2.6	160	58	1	842
5066	0	0	17.80	3.1	180	58	4	842
5067	0	0	17.20	3.1	210	58	2	842
5068	0	0	16.10	2.1	220	62	5	842
5069	0	0	15.60	2.1	220	64	9	843
5070	19	29	16.70	2.1	180	65	3	843
5071	162	55	18.30	2.6	350	63	0	844
5072	343	79	20.60	3.1	340	54	0	844
5073	519	98	22.80	2.6	360	48	0	844
5074	668	113	25.00	2.6	320	43	0	844
5075	740	120	26.70	1.5	140	38	1	843
5076	645	244	28.90	2.1	150	33	3	843
5077	821	132	30.60	3.1	190	27	2	842
5078	676	165	32.80	2.1	50	23	3	842
5079	392	296	33.30	2.6	110	18	5	841
5080	208	193	33.90	4.6	130	18	5	841
5081	136	248	30.60	4.6	210	26	5	841
5082	125	68	30.60	4.6	180	25	6	841
5083	18	45	28.90	4.1	180	27	7	841
5084	0	0	26.70	3.6	210	31	6	841
5085	0	0	24.40	3.6	180	39	2	841
5086	0	0	23.50	3.8	180	35	3	841
